NIT,"DV
SEDE",ORGANIZACIÓN,GRUPO POBLACIONAL,RED TERRITORIAL,LOCALIDAD,BARRIO,DIRECCIÓN,CONTACTO,TELÉFONOS DE CONTACTO,CORREO,DIA DE PEDIDO,FRECUENCIA,SEMANA
800145628,,ASOCIACION DE MADRES COMUNITARIAS Y PADRES DE HOGARES NUEVA SANTA FE,JARDÍN INFANTIL,SAN JOSÉ,SAN CRISTÓBAL,SAN CRISTOBAL SUR,TRANSVERSAL 15 ESTE No. 14 A - 17,ROCIO REY,3168520158,asosantafe16@yahoo.es,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830045172,,ASOCIACION DE PADRES DE HOGARES DE BIENESTAR NUEVO MILENIO CIUDADELA PARQUE LA ROCA,JARDÍN INFANTIL,SAN JOSÉ,SAN CRISTÓBAL,GUAVIO,CRA 7 ESTE No. 3 -63,KAROL GUTIERREZ,3193942456,anuevomilenio@hotmail.com,VIERNES,MENSUAL,4 SEMANA
900172618,,ASOCIACION JESUS VIVE HOY Y SIEMPRE,ADULTO MAYOR,SAN JOSÉ,SAN CRISTÓBAL,LA VICTORIA,CALLE 41 SUR No. 3 - 04 ESTE,GLADYS STELLA ARÉVALO,3102491953,jesusvivehoyysiempre@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
901337790,,FUNDACIÓN DOS ALMAS COLOMBIA,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",SOACHA,SOACHA,BRISAS DE LAS ARENAS - CAZUCÁ (EL ARROYO),"MANZANA 5, CASA 90 (ÚNICO PUNTO DE ENVÍO)","ROSA MARIA VARGAS TORRES, JEIMY MEJÍA",3136815725 – 3107599774,fundaciondosalmascol@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
830104053,,ASOCIACION MADRES CABEZA DE HOGAR EN ACCION AMCHA,COMEDOR ESCOLAR,SAN JOSÉ,SAN CRISTÓBAL,SAN JOSE SUR ORIENTAL,CALLE 42 SUR 8 A 28 ESTE,STELLA GUTIÉRREZ ZAPATA,3123693232 3133245228.,amcha_asociacion@hotmail.com,MARTES,SEMANAL,SEMANAL
800232727,,ASOCIACION BENEFICO CRISTIANA PROMOTORA DE DESARROLLO INTEGRAL A.B.C. PRODEIN,COMEDOR AMIGO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LA SOLEDAD,CARRERA 20 No. 39 - 15B / 17,Jimena Samanca - Luz Marlen,3186420882,malvarez@prodeincolombia.org,MARTES,SEMANAL,SEMANAL
800232727,,ASOCIACION BENEFICO CRISTIANA PROMOTORA DE DESARROLLO INTEGRAL A.B.C. PRODEIN,JARDÍN INFANTIL,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LA SOLEDAD,CARRERA 20 No. 39B - 15 / 17,Diana Perez - Hermana Jazmin Herrera,3204090576 - 3183589932,malvarez@prodeincolombia.org,SABADO,SEMANAL,SEMANAL
900699078,,ASOCIACIÓN PARA EL DESARROLLO DE HABILIDADES DIVERSAS,TERAPÉUTICO POR DISCAPACIDAD,SAN PEDRO,SUBA,SAN NICOLÁS,CARRERA 70 C BIS No. 117 - 59,MARTHA BARRERA BARBOSA,3002106704 - 5716914,,MIÉRCOLES,SEMANAL,SEMANAL
830132837,,ASOCIACION EL REGRESO A EMAUS,TEJIENDO COMUNIDAD,SAN PABLO,USME,VIRREY,CALLE 93 B No. 10 - 53 SUR,NIDIA CARMENZA RUIZ,3138566022,elregresodeemaus@yahoo.es,VIERNES,SEMANAL,SEMANAL
830117795,-4,ASOCIACION PAN DE VIDA CER Y PODRA UTILIZAR COMO SIGLA PAN DE VIDA CER - COMEDOR CHIMBRE ALBAN,COMEDOR AMIGO,CUNDINAMARCA,ALBAN CUNDINAMARCA,VEREDA DE ALBAN CUNDINAMARCA SALON COMUNAL,VEREDA DE ALBAN CUNDINAMARCA SALON COMUNAL,CATALINA PEREZ - ELSA MARTINEZ,3003224820- 305 850 7056/314 428 1813,pandevidacer@hotmail.com,MARTES,QUINCENAL,SEMANAL
830117795,-6,ASOCIACION PAN DE VIDA CER Y PODRA UTILIZAR COMO SIGLA PAN DE VIDA COMEDOR LA ESPERANZA,COMEDOR AMIGO,FONTIBÓN - NACIONAL,,,,CATALINA PEREZ - ELSA MARTINEZ,3003224820- 305 850 7056/314 428 1813,pandevidacer@hotmail.com,MARTES,QUINCENAL,SEMANAL
830117795,-7,ASOCIACION PAN DE VIDA CER Y PODRA UTILIZAR COMO SIGLA PAN DE VIDA CER COMEDOR ALTOS DE LA FLORIDA,COMEDOR AMIGO,SOACHA,SOACHA,COMUNA 6 PRIMER SECTOR,CALLE 6 F No. 17 - 48 ESTE,CATALINA PEREZ - ELSA MARTINEZ,3003224820- 305 850 7056/314 428 1813,pandevidacer@hotmail.com,MARTES,QUINCENAL,SEMANAL
830117795,-12,ASOCIACION PAN DE VIDA CER Y PODRA UTILIZAR COMO SIGLA PAN DE VIDA CER COMEDOR CASA BETANIA,COMEDOR AMIGO,SOACHA,SOACHA,VEREDA DE ALBAN CUNDINAMARCA SALON COMUNAL,CALLE 52 NO. 7-94 LEON XXIII COMUNA 3,CATALINA PEREZ - ELSA MARTINEZ,3003224820- 305 850 7056/314 428 1813,pandevidacer@hotmail.com,MARTES,QUINCENAL,SEMANAL
830117795,-13,ASOCIACION PAN DE VIDA CER Y PODRA UTILIZAR COMO SIGLA PAN DE VIDA CER COMEDOR LA GLORIA,COMEDOR AMIGO,SAN JOSÉ,SAN CRISTÓBAL,LA GLORIA,CALLE 42 A SUR No. 10 - 71,CATALINA PEREZ - ELSA MARTINEZ,3003224820- 305 850 7056/314 428 1813,pandevidacer@hotmail.com,MARTES,QUINCENAL,SEMANAL
830117795,-14,ASOCIACION PAN DE VIDA CER Y PODRA UTILIZAR COMO SIGLA PAN DE VIDA SEDE CIUDADES ENTRE NUBES,COMEDOR ESCOLAR,SAN JOSÉ,SAN CRISTÓBAL,JUAN REY,TRANSVERSAL 11 B BIS ESTE No. 70 - 70 SUR,CATALINA PEREZ - ELSA MARTINEZ,3003224820- 305 850 7056/314 428 1813,,MARTES,QUINCENAL,SEMANAL
901251794,,ASOCIACIÓN PRIVADA DE FIELES HIJAS DEL AMOR DEL NIÑO JESUS DE PRAGA,INTERNADO,SAN PEDRO,SUBA,NUEVA ZELANDIA,CALLE 180 No. 54 - 60,HERMANA ANGÉLICA MALDONADO FUENTES,3112834066,hijasdelamor.njp@gmail.com,MARTES,MENSUAL,1 SEMANA
901251794,,ASOCIACIÓN PRIVADA DE FIELES HIJAS DEL AMOR DEL NIÑO JESUS DE PRAGA,COMEDOR ESCOLAR,SOACHA,SOACHA,CIUDADELA SUCRE,TRANSVERSAL 44 ESTE No. 37 A - 20 / 28,HERMANA MARCELA CÓRDOBA - HERMANA IVÓN SÁNCHEZ,3203817981,hijasdelamor.njp@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA
860009262,,ALBERGUE INFANTIL MAMÁ YOLANDA,TERAPÉUTICO POR ADICCIÓN,INMACULADA CONCEPCIÓN,MARTIRES,PROGRESO,Calle 5A No. 23-56,INGRID,3046334376,"admon@funmamayolanda.org,nutricioniamy@gmail.com",LUNES,MENSUAL,1 SEMANA
900525146,,SOLFAMI ASOCIACION SOLIDARIDAD CON FAMILIAS,COMEDOR ESCOLAR,SAN PABLO,RAFAEL URIBE URIBE,EL PLAYÓN,CRA. 12 BIS No. 49 A - 46 SUR,AMPARO URIBE,5495408 (PEDIDO) - 3108849095 - 3102731435 (SOLO WHATS APP),,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
900525146,,SOLFAMI ASOCIACION SOLIDARIDAD CON FAMILIAS,BUEN SAMARITANO,SAN PABLO,RAFAEL URIBE URIBE,LA MERCED,CARRERA 12 BIS No. 49 A - 46 SUR,AMPARO URIBE,5495408 (PEDIDO) - 3108849095 - 3102731435 (SOLO WHATS APP),,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
901552075,,FUNDACIÓN CONSINTIENDO AL ADULTO MAYOR,ADULTO MAYOR,SAN JOSÉ NACIONAL,CHOACHÍ,EL BOSQUE,CARRERA 4 No. 5 - 11,NURY NATALIA RODRÍGUEZ PARDO,3202140859,natyro111@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
800161819,,ASOCIACION EL SEÑOR DE LOS MILAGROS,ADULTO MAYOR,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,SANTAFÉ,CRA 18A NO. 21-48,LUCILA MOLINA LINARES,281 3290 - 211 1156 - 312 493 96 19,informacion@fundamilagros.com,SÁBADO,MENSUAL,3 SEMANA
901611781,,IGLESIA CRISTIANA RENUEVO DE JUSTICIA - FACATATIVA,TEJIENDO COMUNIDAD,FONTIBÓN - NACIONAL,FACATATIVÁ,EL ZAMBRANO,CARRERA 12 A No. 7 A - 41,SARA ANGÉLICA SÁNCHEZ PÉREZ,3233253247,colcrislibertador@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
860007390,-2,DENOMINACIÓN MISIÓN PANAMERICANA DE COLOMBIA - CENTRO DE FE Y ESPERANZA EL ROSAL,TEJIENDO COMUNIDAD,FONTIBÓN - NACIONAL,EL ROSAL,LLERAS,"CARRERA 1 No. 8 - 36 FACATATIVÁ (PUNTO DE ENVÍO)
CARRERA 5 A No. 5 - 63 (URBANIZACIÓN LOS CAMPOS)",LUIS ALEXANDER MARÍN M.,3208981739,alexandermarinmateus@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
860007390,-5,DENOMINACIÓN MISIÓN PANAMERICANA DE COLOMBIA - CENTRO DE FE Y ESPERANZA FACATATIVÁ,TEJIENDO COMUNIDAD,FONTIBÓN - NACIONAL,FACATATIVÁ,CENTRO,CARRERA 1 No. 8 - 36,JAVIER ESPARZA GARCÍA,3176356463,"pastorjaves@yahoo.es, cfcfacatativamp@gmail.com",VIERNES,QUINCENAL,2 Y 4 SEMANA
830132757,,CORPORACION RENACER,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LUCERO BAJO,CRA 17 NO. 70 A -29 SUR,ELVIRA PATIÑO MUNEVAR,7619095 /3103035428,elvisempresaria@hotmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900111232,,FUNDACION PARA LA RESTAURACION DE LA FAMILIA - SIRVIENDO CON AMOR,COMEDOR AMIGO,ESPÍRITU SANTO,LOS MÁRTIRES,CUNDINAMARCA,CALLE 19 C No. 34 - 48,SANDRA LILIANA ACEVEDO,3046676558 - 3002694088,sirviendoconamorfundacion@gmail.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
900870611,,FUNDACION DAVIDA PARA COLOMBIA,TERAPÉUTICO POR DISCAPACIDAD,FONTIBÓN,KENNEDY,PIO XII,CALLE 33 A SUR # 78 K 36,DIANA KATHERINE GARCIA ROJAS,3002769799,fundavidaparacolombia@gmai.com,LUNES,QUINCENAL,2 Y 4 SEMANA
900050702,,ASOCIACION FRATERNIDAD INTERNACIONAL DE JOVENES DE COLOMBIA,"1. INTERNADO
2. COMEDOR AMIGO",ENGATIVÁ,ENGATIVÁ,LA FAENA,CARRERA 122 A BIS No.70A-23,ELIZABETH YUJRA TITO,3224288138,iyfencolombia@gmail.com,SÁBADO,SEMANAL,SEMANAL
830136143,,ASOCIACION HOGAR GERONTOLOGICO CANITAS DE NAZARETH - SEDE A,ADULTO MAYOR,ENGATIVÁ,SUBA,ANTONIO GRANADOS,CARRERA 100 No. 139 - 94 (ÚNICO PUNTO DE ENVÍO),ADRIANA CATOLICO,3115994446 - 5371680,,MIÉRCOLES,MENSUAL,1 SEMANA
900030381,,COLEGIO SAN GREGORIO HERNANDEZ E U,INSTITUCIÓN EDUCATIVA,SAN PABLO,USME,SANTA LIBRADA,CARRERA 12 No. 76 - 27 SUR,LUZ MYRIAM RUIZ MOLINA,3155659891,colsgh@gmail.com,LUNES,SEMANAL,SEMANAL
800036681,,ASOCIACION DE VOLUNTARIAS VICENTINAS DE LA CARIDAD,COMEDOR ESCOLAR,FONTIBÓN,KENNEDY,PATIO BONITO II SECTOR,CARRERA 87 I No.37 - 06,SIXTA TULIA,2991288 - 3138318480,aicbogotapb@hotmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
830079135,,COMITE CIVICO COMUNITARIO BARRIO BUENOS AIRES Y LOCALIDAD QUINTA DE USME,TEJIENDO COMUNIDAD,SAN PABLO,USME,BUENOS AIRES - ALFONSO LÓPEZ,CARRERA 5 ESTE No. 97 D - 90 SUR,ENERIETH BELTRÁN BELTRÁN,3115711051,comitecivicobuenosaires@gmail.com,MIÉRCOLES,MENSUAL,4 SEMANA
830132480,,FUNDACION NUEVA ESPERANZA Y FE,TEJIENDO COMUNIDAD,SAN JOSÉ,SAN CRISTÓBAL,VICTORIA,CALLE 41 BIS SUR No. 4 - 76 ESTE,CECILIA ORDOÑEZ,3202731020,cecilia.ord@hotmail.com,VIERNES,SEMANAL,SEMANAL
860014805,,ASOCIACION SOCIEDAD DE SAN VICENTE DE PAUL DE BOGOTA - DIRECCIÓN GENERAL,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,TEUSAQUILLO,TEUSAQUILLO,AV. CARACAS 35 - 25,"PEDIDOS PROGRAMA FAMILIAS: MARÍA CRISTINA BUITRAGO
PEDIDOS CAPACITACIONES: MARÍA CECILIA VEGA","PROGRAMA FAMILIAS: 3123513447
CAPACITACIONES: 3115980986",direccion@sociedadsanvicentedepaul.org,VIERNES,SEMANAL,SEMANAL
860020658,-3,CONGREGACION DE HERMANAS DE LA CARIDAD DE SANTA ANA - JUAN BONAL USME SEDE SUR,BUEN SAMARITANO,SAN PABLO,USME,VIRREY SUR,CARRERA 5 No. 94 - 71 SUR,HERMANA MARIELA OSORIO OROZCO,3145417860,"marielaosorio1958@gmail.com, hnasdelacaridaddesantaana@gmail.com",MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
860021793,,ASOCIACION PARQUE EL CANADA,JARDIN INFANTIL,SAN JOSÉ,SAN CRISTÓBAL,SURAMERICANA,CARRERA 5 ESTE No. 28 A - 20 SUR,"WILLIAM HERNANDEZ
CARLOS RAFAEL DIAZ TORRES",2078211 - 3016522070 - 2060595 - 3013604596,cdicanada@outlook.com,MARTES,SEMANAL,SEMANAL
860007314,-2,CONGREGACION SIERVAS DE CRISTO SACERDOTE - HOGAR CLARITA SANTOS,COMEDOR ESCOLAR,ZIPAQUIRÁ,,,VEREDA RIOGRANDE - SECTOR LA ESPERANZA CAMINO DEL RIO CRA 7 D ESTE NO.16-100 CAJICA,SOR ANA INES RINCON BARBOSA,322 3858442 - 3227167082,,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830092812,,MISIONERAS DE CRISTO MAESTRO,COMEDOR ESCOLAR,SAN JOSÉ,SAN CRISTÓBAL,VITELMA,CRA 7 A ESTE NO. 9-49 SUR,HNA. CLARA INÉS RINCÓN,3153118995,misionerascristomaestro@hotmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
800062372,,ASOCIACION DE PADRES DE FAMILIA DE LOS HOGARES DE BIENESTAR DEL BARRIO ALTOS DEL POBLADO,JARDÍN INFANTIL,SAN JOSÉ,SAN CRISTÓBAL,SAN JOSE SUR ORIENTAL,CLL 39 C SUR NO 8 B-28 ESTE.,LEIDY LAURA TABORDA,3132530707/3622860,"asociacionaltosdelpoblado@hotmail.com, lelapape@hotmail.com",LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
901298902,,CENTRO DE ATENCIÓN Y SERVICIO EN ADICCIONES VIDA,"1. TERAPÉUTICO POR ADICCIÓN
2. INTERNADO",SAN JOSÉ,SAN CRISTÓBAL,SANTA INÉS,"CALLE 31 SUR No. 4 - 48 ESTE (PUNTO DE ENVÍO, OPERATIVA - ADMINISTRATIVA)
CARRERA 19 No. 53 A - 25 SUR (SEDE OPERATIVA, SAN CARLOS - TUNJUELITO)",ALEXANDRA RAMÍREZ,3204617137,director.casavida@gmail.com,VIERNES,SEMANAL,SEMANAL
900840138,,FUNDACIÓN SOCIAL RAÍCES DE AMOR,INSTITUCIÓN EDUCATIVA,SOACHA,SOACHA,CIUDAD QUITO,CALLE 32 B SUR No. 16 A - 07,JENNY GÓMEZ GÁMEZ,3138769178,fundacionsocialraicesdeamor@gmail.com,MARTES,QUINCENAL,PROGRAMA LADY JIMENEZ
900840138,,FUNDACIÓN SOCIAL RAÍCES DE AMOR,TEJIENDO COMUNIDAD,SOACHA,SOACHA,CIUDAD QUITO,CALLE 32 B SUR No. 16 A - 07,JENNY GÓMEZ GÁMEZ,3138769178,fundacionsocialraicesdeamor@gmail.com,SÁBADO,SEMANAL,SEMANAL
860015983,,ASOCIACION CATOLICA INTERNACIONAL DE OBRAS PARA LA ORIENTACION DE LA JOVEN,INTERNADO,INMACULADA CONCEPCIÓN,TEUSAQUILLO,PALERMO,DIAGONAL 46 N. 19-48,#N/A,3945437- 321 425 08 30,,MIÉRCOLES,MENSUAL,2 SEMANA
900769307,,ASOCIACION HERNAN VERGARA PARA LA SALUD MNETAL,TERAPÉUTICO POR DISCAPACIDAD,Cristo Sacerdote,CHAPINERO,PARO RUBIO,TV. 3C #51A-46,Mariana ayala,3187357289,ahvebsaludmental@gmail.com,LUNES,SEMANAL,SEMANAL
900691039,,ASOCIACION INTERNACIONAL EL TALLER DEL MAESTRO,JARDÍN INFANTIL,INMACULADA CONCEPCIÓN,SANTA FÉ,LOS MARTIRES,CALLE 22 No.17 - 41,ERIKA MARCELA BENITEZ BETANCOURT - GLADIS,313-3903184 - 311-2663190/- 243 60 95/31838221757 Sr Gladis,eyesada@hotmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
900053228,,ASOCIACIÓN PARA EL DESARROLLO INFANTIL Y FAMILIAR ASODIF,"1. JARDÍN INFANTIL
2. TEJIENDO COMUNIDAD",INMACULADA CONCEPCIÓN,PUENTE ARANDA,GALÁN,CARRERA 55 No. 2 B - 30,ANA FRANCISCA BECERRA GONZÁLEZ,3114552103 - 3223127,asodif3@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA
900790926,,PARROQUIA SAN CAMILO DE LELIS,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,VALPARAISO,CALLE 66 SUR No. 11 B- 19 ESTE,MAYREN BARRETO MORENO,3046549503,psancamilodelelis@arquibogota.org.co,LUNES,SEMANAL,SEMANAL
860008010,,SOCIEDAD SALESIANA - INSPECTORÍA DE BOGOTÁ - CENTRO JUAN BOSCO OBRERO,COMEDOR ESCOLAR,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LA ESTRELLA,CARRERA 18 G No. 74 A - 59 SUR,PADRE ÁNGEL PESCA,3124317288,pastoral@ninojesus20dejulio.org,JUEVES,SEMANAL,SEMANAL
860008010,-3,SOCIEDAD SALESIANA - INSPECTORIA DE BOGOTA - CASA JUVENIL DON BOSCO,COMEDOR AMIGO,SAN JOSÉ,SAN CRISTÓBAL,VEINTE DE JULIO,CALLE 27 SUR No. 5 - 56,YISELA REY REY,3102500779,pastoral@ninojesus20dejulio.org,JUEVES,SEMANAL,SEMANAL
860008010,-4,SOCIEDAD SALESIANA - INSPECTORIA DE BOGOTA - NIÑO JESÚS CONTIGO,BUEN SAMARITANO,SAN JOSÉ,SAN CRISTÓBAL,VEINTE DE JULIO,CARRERA 7 No. 27 A - 10 SUR,NORBEY QUIROZ,3133428145,pastoral@ninojesus20dejulio.org,VIERNES,MENSUAL,4 SEMANA
860008010,-7,SOCIEDAD SALESIANA - INSPECTORÍA DE BOGOTÁ - CAJOV,INTERNADO,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,LA ESTRELLA,CARRERA 18 G No. 74 A - 59 SUR (MISMA DIRECCIÓN DEL CENTRO JUAN BOSCO OBRERO),NICOLLE MELISSA ROMERO CÁRDENAS,3132415522,pastoral@ninojesus20dejulio.org,MARTES,SEMANAL,SEMANAL
830013576,-3,CORPORACIÓN SOCIAL SERVIMOS CORPOSER - CENTRO FRATERNIDAD,"1. ADULTO MAYOR
2. INTERNADO",INMACULADA CONCEPCIÓN,LOS MÁRTIRES,RICAURTE,"CALLE 10 No. 26 - 69
""CENTRO FRATERNIDAD""
(SUCURSAL)","CLARA INÉS DURÁN (PEDIDOS)
JOSE ANGEL ARBELAEZ (PEDIDOS)","3205711719
(PEDIDOS)","direccioncorposer@gmail.com, centrodefraternidadservimos@hotmail.com
clarad@factoringservimos.com
recursoshumanos@factoringservimos.com",VIERNES,SEMANAL,SEMANAL
830114931,,PARROQUIA JESUS BUEN SAMARITANO,BUEN SAMARITANO,SOACHA,SOACHA,SANTO DOMINGO,CRA 77 C NO. 68 SUR -06,MARÍA SÁNCHEZ - PADRE JHON TIGREROS,3133551310 - 3058306454,,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
900020400,,PARROQUIA SANTA MARIA DEL PARAISO,BUEN SAMARITANO,FONTIBÓN,KENNEDY,PATIO BONITO,CALLE 40 SUR No. 89 C - 22,LUZ MARIELA RINCON ACOSTA,3123623357,parroquiasantamariadelparaiso@diocesisdefontibon.com,MARTES,MENSUAL,4 SEMANA
900785101,,PARROQUIA BEATO MIGUEL RUA,COMEDOR AMIGO,PADRE MISERICORDIOSO,USAQUÉN,EL CODITO,CARRERA 3 No. 181 A - 42,GLORIA MORA / PADRE ALEXIS JAVIER ORTIZ ÁLVAREZ,4660666 - 3007816201,pbeatomiguelrua@arquibogota.org.co,MIÉRCOLES,SEMANAL,SEMANAL
860021142,,INSTITUTO SAN IGNACIO DE LOYOLA,INSTITUCIÓN EDUCATIVA,ESPÍRITU SANTO,RAFAEL URIBE URIBE,OLAYA,CARRERA 21 No. 27 - 50 SUR,JOHANNA PERDOMO SEGURA,3014469808,contabilidad@isailo.edu.co,LUNES,QUINCENAL,1 Y 3 SEMANA
901105889,-1,FUNDACION DE ESTUDIO EMPRESARIAL PARA EL DESARROLLO INTEGRAL Y SOCIAL,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",SAN PABLO,USME,SANTA LIBRADA,CARRERA 12 No. 76 A - 16 SUR,DORIS ALEXANDRA BAUTISTA SANCHEZ,304 347 1346/ 3200178,fundacionfeepdis@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA
901105889,-2,FUNDACION DE ESTUDIO EMPRESARIAL PARA EL DESARROLLO INTEGRAL Y SOCIAL,TEJIENDO COMUNIDAD,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,JERUSALÉN,CARRERA 45 No. 73 B – 15 SUR,DORIS ALEXANDRA BAUTISTA SANCHEZ,304 347 1346/ 3200178,fundacionfeepdis@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA
900777194,,PARROQUIA NUESTRA SEÑORA DE ALTAGRACIA,"1. BUEN SAMARITANO
2. COMEDOR AMIGO",SAN JOSÉ,SAN CRISTÓBAL,QUINDIO,CALLE 41 B SUR No. 14 - 05 ESTE (PUNTO DE ENVÍO PROVISIONAL),PADRE JAVIER BARBOSA - PASTORAL ROCIO GARZÓN,3143895809 - 3132187405 (PEDIDOS SEÑORA ROCÍO),"pnuestrasenoradealtagracia@arquibogota.org.co, elbagarzon321@gmail.com",LUNES,SEMANAL,SEMANAL
900283465,,SEMINARIO MAYOR DE SANTIAGO APOSTOL,INTERNADO,FONTIBÓN,KENNEDY,TINTAL,Calle 6 A Bis A N.82-93,PADRE OLEGARIO GARAY,3124236721 - 428 14 17-483 9369 - 418 1036 - 544 3573/LUCIA BARRETO BEJARANO CARTA ABRIL 03/17,"olegariogaray@yahoo.es, seminario@diocesisdefontibon.com",SÁBADO,MENSUAL,3 SEMANA
860016941,,FUNDACION TOMA UN NIÑO DE LA MANO,COMEDOR ESCOLAR,ENGATIVÁ,SUBA,ORQUÍDEAS,CARRERA 98 No. 156 C - 10,DAYANA VALERO - MARÍA PAULA RODRÍGUEZ ARIAS,3143792429 - 3176453580,tomalodelamano@gmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
901516396,,FUNDACIÓN HELP US TO HELP,TEJIENDO COMUNIDAD,SOACHA,BOSA,BOSANOVA,CARRERA 87 No. 61 - 23 SUR,CELENY HERRERA GONZÁLEZ,3124785326,helpustohelp.2021@gmail.com,VIERNES,MENSUAL,2 SEMANA
832005572,,PARROQUIA TODOS LOS ANGELES,TEJIENDO COMUNIDAD,SOACHA,SOACHA,CIUDADELA SUCRE,CALLE 41 # 47-15 SUR,PADRE DIEGO BARBOSA,5794301/3125196639,ptodoslosangeles830@hotmail.com,JUEVES,MENSUAL,4 SEMANA
860404767,,PARROQUIA CRISTO DOLIENTE,BUEN SAMARITANO,SOACHA,KENNEDY,CLASS,CARRERA 81 No. 57 A - 81 SUR,PADRE JIM ANDERSON CRUZ ROMERO,3115990893,parroquia.cristodoliente@gmail.com,MARTES,MENSUAL,3 SEMANA
901220938,,CENTRO CARPEDIEM,"1. TERAPEUTICO POR ADICCIÓN
2. INTERNADO",ENGATIVÁ,ENGATIVÁ,FLORENCIA,CARRERA 92A # 73 -05,RENE ALEJANDRO LOPEZ LIZARAZO,3006745240,fundacioncentrocarpediem@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
901071513,,FUNDACION MESITAS DE AMOR,"1. TEJIENDO COMUNIDAD
2. COMEDOR ESCOLAR",ZIPAQUIRÁ,TOCANCIPA,TOCANCIPA,CALLE 3 # 3 - 70,GLORIA ROSALBA CALDERÓN,3006092901,,VIERNES,MENSUAL,3 SEMANA
860025790,,PARROQUIA NUESTRA SEÑORA DE BELEN,COMEDOR AMIGO,ESPÍRITU SANTO,CANDELARIA,CANDELARIA,CARRERA 3 No. 6 B -91,PADRE OSWALDO JARAMILLO OSORIO,3104401789 - 5343164,ojaramilloosorio@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860403568,,PARROQUIA SAN RAMON NONATO,BUEN SAMARITANO,SAN PABLO,RAFAEL URIBE URIBE,MOLINOS I SECTOR,CALLE 49 D BIS SUR No. 5 X - 40,PADRE EDWARD FRANCISCO CRISTANCHO VÁSQUEZ - MARISOL BEJARANO (PEDIDOS),3102720388 - 3143231958 (PEDIDOS),psanramonnonato@arquibogota.org.co,MIÉRCOLES,MENSUAL,3 SEMANA
900236037,-2,ASOCIACION DE RECICLADORES DE CHAPINERO - ASOCHAPINERO- LAS BRISAS,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,PUENTE ARANDA,PENSILVANIA,CRA 34 # 9 - 46,MARGARITA OROZCO QUINTERO,316 877 8127 -320 237 5799,asochapinero2018@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
800146663,,PARROQUIA TODOS LOS SANTOS,BUEN SAMARITANO,ENGATIVÁ,ENGATIVÁ,BACHUE,CARRERA 95D # 87-45,PADRE WILSON ALEXIS ROJAS RODRIGUEZ,3118556691,fogg45@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
832004258,,PARROQUIA DE JESUS OBRERO,BUEN SAMARITANO,ZIPAQUIRÁ,ZIPAQUIRÁ - CUNDINAMARCA,ALTAMIRA,TV. 1B # 17 - 09,#N/A,8527401//321 4699101,pjesusobrero@diocesisdezipaquira.org,LUNES,MENSUAL,1 SEMANA
860071169,,FUNDACION SOLIDARIDAD POR COLOMBIA,COMEDOR AMIGO,INMACULADA CONCEPCIÓN,CANDELARIA,LA CATEDRAL,CALLE 12 B No. 4 - 46,LISETH HORTÚA,3162729105,asistentebog@solidaridadporcolombia.org,LUNES,QUINCENAL,2 Y 4 SEMANA
